index_x,conversation_num,gini_coefficient_num_words,gini_coefficient_num_chars,average_num_words,stdev_num_words,min_num_words,max_num_words,average_num_chars,stdev_num_chars,min_num_chars,max_num_chars,average_num_messages,stdev_num_messages,min_num_messages,max_num_messages,average_positive_sentiment,stdev_positive_sentiment,min_positive_sentiment,max_positive_sentiment,average_negative_sentiment,stdev_negative_sentiment,min_negative_sentiment,max_negative_sentiment,average_neutral_sentiment,stdev_neutral_sentiment,min_neutral_sentiment,max_neutral_sentiment,index_y,batch_num,vis_img,int_verb,ort_img,rep_man,soc_pers,team_size,difficulty,score,duration,efficiency,timestamp
260,gPWa8EaZ5FHt4jhY7,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,260,1,Low,High,Low,Mixed,Low,3,Easy [Corresponds to 'Hard' in PNAS],646.0,127.0,5.086614173228346,NULL_TIME
261,uJ4Mkjwata78GHDWD,0.16666666666666666,0.34782608695652173,1.3333333333333333,0.4714045207910317,1,2,7.666666666666667,5.2493385826745405,3,15,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,261,1,Mixed,Mixed,Low,Low,High,6,Easy [Corresponds to 'Hard' in PNAS],502.0,39.0,12.871794871794872,NULL_TIME
262,fB27i4rRyzrByr3b5,0.31220657276995306,0.3546354635463546,82.83333333333333,48.0916370646244,24,152,370.3333333333333,239.63629849326992,77,757,15.833333333333334,8.008675851155976,4,27,4.0246666666666675,2.2760455961064476,0.0,6.93,0.35266666666666663,0.24229160576095535,0.0,0.7929999999999999,11.456000000000001,5.981160450391991,4.0,19.756,262,1,Low,High,Low,Mixed,High,6,Easy [Corresponds to 'Hard' in PNAS],521.0,374.0,1.393048128342246,2021-03-11T18:16:12.483Z
311,PBmxJ8rnpfjTG7YAY,0.14222222222222222,0.19047619047619047,25.0,7.118052168020874,19,35,116.66666666666667,42.905581092544224,76,176,3.6666666666666665,1.699673171197595,2,6,0.6476666666666666,0.7604368627455025,0.0,1.7149999999999999,0.17966666666666667,0.1304922305051999,0.0,0.306,2.8393333333333337,0.9638261715106561,1.694,4.052,311,1,Low,High,Low,Mixed,High,3,Easy [Corresponds to 'Hard' in PNAS],576.0,600.0,0.96,2021-03-11T18:36:11.696Z
320,DDYMMpRHgQG4z4ZxL,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,320,1,Low,Low,Mixed,Low,Low,3,Easy [Corresponds to 'Hard' in PNAS],570.0,359.0,1.5877437325905293,NULL_TIME
321,sL7K7kP6ZTCArbbRt,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,321,1,Low,Mixed,Mixed,Mixed,Low,2,Easy [Corresponds to 'Hard' in PNAS],510.0,128.0,3.984375,NULL_TIME
322,YAktNaLg5seMJvJds,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,322,1,Low,Low,Low,Low,Low,1,Easy [Corresponds to 'Hard' in PNAS],626.0,119.0,5.260504201680672,NULL_TIME
323,pzDJKcAE4jhvf5Le7,0.26666666666666666,0.27906976744186046,3.3333333333333335,1.699673171197595,1,5,14.333333333333334,8.055363982396381,3,21,1.0,0.0,1,1,0.164,0.2319310242291876,0.0,0.492,0.164,0.2319310242291876,0.0,0.492,0.672,0.2319310242291876,0.508,1.0,323,1,High,High,High,High,High,3,Easy [Corresponds to 'Hard' in PNAS],562.0,102.0,5.509803921568627,NULL_TIME
324,HKGdBsfGWgfdGF9jt,0.16666666666666666,0.25,1.5,0.5,1,2,6.0,3.0,3,9,1.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,324,1,High,High,High,High,Mixed,3,Easy [Corresponds to 'Hard' in PNAS],497.0,50.0,9.94,NULL_TIME
325,WbRPaXuXpdH3ThqXi,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,325,1,High,High,High,Mixed,High,3,Easy [Corresponds to 'Hard' in PNAS],550.0,120.0,4.583333333333333,NULL_TIME
326,5PsJ2243LJENwabYa,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,326,1,Low,High,High,High,High,1,Easy [Corresponds to 'Hard' in PNAS],540.0,141.0,3.8297872340425534,NULL_TIME
327,vsuxAJLR4oAb2erci,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,327,1,Mixed,Mixed,High,Mixed,Mixed,2,Easy [Corresponds to 'Hard' in PNAS],490.0,201.0,2.437810945273632,NULL_TIME
328,89AgaPBnHJzXXhASG,0.2357142857142857,0.27121212121212124,8.75,3.6996621467371855,4,14,41.25,20.116846174288852,16,68,2.0,1.224744871391589,1,4,0.363,0.41146931841876133,0.0,1.0,0.049,0.084870489570875,0.0,0.196,1.588,1.401761748657738,0.548,4.0,328,1,Mixed,High,High,Mixed,High,6,Easy [Corresponds to 'Hard' in PNAS],561.0,85.0,6.6,2021-03-11T18:10:50.229Z
331,ZQS3Ti3pCd2CiCxrY,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,331,1,Mixed,High,High,Mixed,High,6,Easy [Corresponds to 'Hard' in PNAS],552.0,132.0,4.181818181818182,NULL_TIME
332,heT4MaHQSoBtokK8t,0.30158730158730157,0.28717948717948716,14.0,7.788880963698615,4,23,65.0,36.578682316343766,14,98,2.6666666666666665,1.247219128924647,1,4,0.492,0.3513289057279517,0.0,0.798,0.13133333333333333,0.1857333811916665,0.0,0.394,2.0433333333333334,0.7950586281666417,1.0,2.928,332,1,High,High,High,Low,Mixed,3,Easy [Corresponds to 'Hard' in PNAS],628.0,549.0,1.1438979963570128,2021-03-11T18:43:59.244Z
337,Lj5ytcQWbcsGkQmhB,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,337,1,Mixed,High,Low,High,High,2,Easy [Corresponds to 'Hard' in PNAS],584.0,146.0,4.0,NULL_TIME
338,nmySCvMumnBackvKk,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,338,1,High,Mixed,Low,Low,Mixed,2,Easy [Corresponds to 'Hard' in PNAS],523.0,112.0,4.669642857142857,NULL_TIME
339,JNQETsztigJz9Rmoc,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,339,1,Mixed,High,Low,High,High,2,Easy [Corresponds to 'Hard' in PNAS],559.0,93.0,6.010752688172043,NULL_TIME
340,ooqiNQNFABgzpCztE,0.22727272727272727,0.20833333333333334,5.5,2.5,3,8,24.0,10.0,14,34,2.0,1.0,1,3,1.507,0.671,0.836,2.178,0.0,0.0,0.0,0.0,0.493,0.32899999999999996,0.164,0.822,340,1,Mixed,Mixed,Mixed,High,High,2,Easy [Corresponds to 'Hard' in PNAS],652.0,203.0,3.2118226600985222,2021-03-11T18:18:16.054Z
341,vZaKoQ4fsBMkpxGdE,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,341,1,High,High,Low,High,High,1,Easy [Corresponds to 'Hard' in PNAS],500.0,455.0,1.098901098901099,NULL_TIME
342,p4AX5oarWtWFGPWvP,0.37222991689750695,0.3871571072319202,45.125,30.860320396910982,1,95,200.5,143.6166773045526,6,429,8.0,4.387482193696061,1,16,1.337,0.7866276120249022,0.172,2.787,0.238375,0.41091450981317273,0.0,1.225,6.424625,3.85686190242469,0.0,14.161999999999999,342,1,High,Low,High,Low,Low,9,Easy [Corresponds to 'Hard' in PNAS],588.0,160.0,3.675,2021-03-11T18:10:21.962Z
362,AFbq77Pw53RLRbDMP,0.5070785070785071,0.48148148148148145,15.857142857142858,16.63411787715298,3,44,77.14285714285714,75.47076741821218,13,198,4.142857142857143,3.6811710647786073,1,12,1.8627142857142858,1.7600537097556115,0.245,5.884,0.4078571428571428,0.33322854815595027,0.0,1.0,1.8721428571428569,1.9447945487209422,0.238,5.116,362,1,Mixed,Low,High,Low,Mixed,9,Easy [Corresponds to 'Hard' in PNAS],618.0,169.0,3.65680473372781,2021-03-11T18:15:38.990Z
375,e2d8qToqkKDroejgp,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,375,1,High,Low,High,Low,High,1,Easy [Corresponds to 'Hard' in PNAS],650.0,155.0,4.193548387096774,NULL_TIME
376,3aKL3MCRqqrZNEkgN,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,376,1,Low,Low,Low,Mixed,High,4,Easy [Corresponds to 'Hard' in PNAS],539.0,66.0,8.166666666666666,NULL_TIME
377,XDxqsjZTqTwRrr8Rs,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,377,1,Mixed,Low,Low,Low,High,4,Easy [Corresponds to 'Hard' in PNAS],440.0,70.0,6.285714285714286,NULL_TIME
378,voDx2w6sJA8kZCuSd,0.5370370370370371,0.5526315789473685,12.0,12.832251036613439,1,30,50.666666666666664,55.82313339666829,3,129,1.6666666666666667,0.9428090415820634,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.9428090415820634,1.0,3.0,378,1,Low,Mixed,Low,Mixed,High,4,Easy [Corresponds to 'Hard' in PNAS],552.0,310.0,1.780645161290323,2021-03-11T18:16:28.859Z
382,bv52ddikW3AuiRE9g,0.25,0.35,2.0,1.0,1,3,10.0,7.0,3,17,1.0,0.0,1,1,0.2915,0.2915,0.0,0.583,0.0,0.0,0.0,0.0,0.7085,0.2915,0.417,1.0,382,1,Mixed,Mixed,Low,Low,High,2,Easy [Corresponds to 'Hard' in PNAS],601.0,151.0,3.980132450331126,NULL_TIME
383,4EDhSYQ8LNM2kr99w,0.3333333333333333,0.3047619047619048,5.333333333333333,3.2998316455372216,1,9,23.333333333333332,14.42990721460891,3,35,1.0,0.0,1,1,0.18600000000000003,0.13194948528382622,0.0,0.292,0.09733333333333333,0.13765012007098124,0.0,0.292,0.717,0.2383121202680776,0.417,1.0,383,1,High,Low,Low,Low,High,2,Easy [Corresponds to 'Hard' in PNAS],652.0,286.0,2.27972027972028,NULL_TIME
384,8CNyRxPZcRu2Gdx9Q,0.0,0.0,6.0,0.0,6,6,29.0,0.0,29,29,3.0,0.0,3,3,2.354,0.0,2.354,2.354,0.0,0.0,0.0,0.0,0.6459999999999999,0.0,0.6459999999999999,0.6459999999999999,384,1,Low,Low,Mixed,Low,Mixed,2,Easy [Corresponds to 'Hard' in PNAS],468.0,63.0,7.428571428571429,2021-03-11T18:14:17.556Z
386,5Xhbn6mWKWep2vNzK,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,386,1,High,High,High,Mixed,Mixed,2,Easy [Corresponds to 'Hard' in PNAS],525.0,344.0,1.5261627906976745,NULL_TIME
387,HCXGWtSMxQ44R9wpo,0.0,0.06097560975609756,4.0,0.0,4,4,20.5,2.5,18,23,2.0,0.0,2,2,1.7265000000000001,0.07750000000000001,1.649,1.804,0.0,0.0,0.0,0.0,0.27349999999999997,0.07749999999999999,0.196,0.351,387,1,High,High,High,Mixed,Mixed,2,Easy [Corresponds to 'Hard' in PNAS],562.0,175.0,3.211428571428572,2021-03-18T18:29:33.780Z
389,KMDchKsDwXkpW3iPf,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,389,1,High,High,High,Mixed,Low,3,Easy [Corresponds to 'Hard' in PNAS],466.0,123.0,3.7886178861788617,NULL_TIME
390,oJoRhAENRoiZvPRrt,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,390,1,High,High,High,Low,High,3,Easy [Corresponds to 'Hard' in PNAS],537.0,94.0,5.712765957446808,NULL_TIME
391,w8WqAkDKfWyDmZuh7,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,391,1,High,High,High,High,High,1,Easy [Corresponds to 'Hard' in PNAS],400.0,71.0,5.633802816901408,NULL_TIME
392,NQiGeJnPFiN4J23Gx,0.38636363636363635,0.4251592356687898,16.5,11.947803145348521,5,35,78.5,63.84943226059258,22,180,2.25,0.82915619758885,1,3,0.65925,0.6631452989353087,0.0,1.42,0.16225,0.28102524352805036,0.0,0.649,1.4284999999999999,1.0578564411109854,0.351,3.0,392,1,High,High,Low,Mixed,Low,4,Easy [Corresponds to 'Hard' in PNAS],610.0,218.0,2.7981651376146788,2021-03-18T18:06:16.351Z
399,3jD3G4xLfjKecvdyz,0.4230769230769231,0.4491525423728814,6.5,5.5,1,12,29.5,26.5,3,56,2.0,1.0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,399,1,High,High,Low,Low,Low,4,Easy [Corresponds to 'Hard' in PNAS],478.0,131.0,3.648854961832061,NULL_TIME
400,WTqcfDdmk9u5xbDPh,0.46,0.4724770642201835,12.5,11.5,1,24,54.5,51.5,3,106,2.5,1.5,1,4,0.0,0.0,0.0,0.0,0.33699999999999997,0.33699999999999997,0.0,0.6739999999999999,2.1630000000000003,1.163,1.0,3.326,400,1,High,High,Low,Mixed,Low,4,Easy [Corresponds to 'Hard' in PNAS],530.0,440.0,1.2045454545454546,2021-03-18T18:15:02.006Z
404,6RQKTtn7rA9odpafN,0.2672413793103448,0.27941176470588236,7.25,3.5619517121937516,2,12,29.75,15.658464164789597,6,50,3.0,1.8708286933869707,1,6,0.7105,0.7282501287332533,0.0,1.647,0.29525,0.4135428484449949,0.0,1.0,1.9942499999999999,1.7544124906931096,0.624,5.0,404,1,High,High,Low,Mixed,Low,4,Easy [Corresponds to 'Hard' in PNAS],569.0,200.0,2.845,2021-03-18T18:16:02.710Z
410,umMriktAdzY9fq28g,0.36363636363636365,0.36046511627906974,11.0,8.0,3,19,43.0,31.0,12,74,4.0,1.0,3,5,1.7105,0.7104999999999999,1.0,2.421,0.251,0.251,0.0,0.502,2.0385,0.03849999999999998,2.0,2.077,410,1,High,Mixed,Low,Mixed,Low,2,Easy [Corresponds to 'Hard' in PNAS],586.0,253.0,2.316205533596838,2021-03-18T18:38:12.366Z
412,ahSbza6wGDYKDMkrw,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,412,1,High,High,Mixed,Low,High,2,Easy [Corresponds to 'Hard' in PNAS],545.0,84.0,6.488095238095238,NULL_TIME
413,bmdWo2MGtfZhrWp5H,0.125,0.20270270270270271,4.0,1.0,3,5,18.5,7.5,11,26,2.0,0.0,2,2,1.2485,0.5045000000000001,0.744,1.7530000000000001,0.0,0.0,0.0,0.0,0.2515,0.004500000000000004,0.247,0.256,413,1,High,Mixed,Low,Mixed,High,2,Easy [Corresponds to 'Hard' in PNAS],441.0,186.0,2.370967741935484,2021-03-18T18:12:24.940Z
415,eneaW7TCzuRq24e6L,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,415,1,High,High,Low,High,Mixed,2,Easy [Corresponds to 'Hard' in PNAS],588.0,129.0,4.558139534883721,NULL_TIME
416,2wDPoyWiAscqxxptw,0.24666666666666667,0.2220447284345048,37.5,18.5,19,56,156.5,69.5,87,226,8.5,1.5,7,10,1.8695,0.6114999999999999,1.258,2.481,1.7155,0.40149999999999997,1.314,2.117,4.915,1.71,3.205,6.625,416,1,High,High,Low,High,Mixed,2,Easy [Corresponds to 'Hard' in PNAS],479.0,204.0,2.3480392156862746,2021-03-18T18:14:17.881Z
423,Ti75Zn6rdchWdLhTe,0.05,0.03254437869822485,20.0,2.0,18,22,84.5,5.5,79,90,4.0,0.0,4,4,0.776,0.776,0.0,1.552,0.0945,0.0945,0.0,0.189,3.1295,0.8705,2.259,4.0,423,1,High,High,Low,Mixed,Mixed,2,Easy [Corresponds to 'Hard' in PNAS],628.0,417.0,1.5059952038369304,2021-03-18T18:19:09.036Z
430,tdbqyhLERLFB6ghRP,0.4050632911392405,0.3781362007168459,26.333333333333332,19.601587237318874,2,50,124.0,87.41090702347543,8,219,4.666666666666667,2.494438257849294,2,8,0.8130000000000001,1.1497556262093263,0.0,2.439,0.19600000000000004,0.23339808625322245,0.0,0.524,3.6573333333333338,1.4329841435115591,2.0,5.496,430,1,High,High,Low,High,High,4,Easy [Corresponds to 'Hard' in PNAS],652.0,124.0,5.258064516129032,2021-03-18T18:05:34.964Z
435,5m37FrBkkCd86cTQZ,0.20952380952380953,0.2314540059347181,23.333333333333332,9.030811456096044,13,35,112.33333333333333,48.32068800098865,59,176,3.6666666666666665,0.9428090415820634,3,5,0.7703333333333333,0.49411019913465554,0.375,1.467,0.3876666666666666,0.19260379597043825,0.247,0.6599999999999999,2.5083333333333333,1.2796961444898638,1.2850000000000001,4.275,435,1,High,High,Low,High,High,4,Easy [Corresponds to 'Hard' in PNAS],506.0,234.0,2.1623931623931623,2021-03-18T18:11:03.662Z
444,8rpfHnCKeLjyBdqLJ,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,444,1,High,High,Low,Low,High,4,Easy [Corresponds to 'Hard' in PNAS],433.0,81.0,5.345679012345679,NULL_TIME
445,6BpCLS2ecJqiRPW8J,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,445,1,High,High,Low,Mixed,High,4,Easy [Corresponds to 'Hard' in PNAS],542.0,119.0,4.554621848739496,NULL_TIME
446,KgZdjaSyZWBgfZNXH,0.2222222222222222,0.14492753623188406,2.0,0.816496580927726,1,3,15.333333333333334,4.4969125210773475,9,19,2.0,0.816496580927726,1,3,1.3333333333333333,0.4714045207910317,1.0,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4714045207910317,0.0,1.0,446,1,High,High,Low,High,High,4,Easy [Corresponds to 'Hard' in PNAS],655.0,138.0,4.746376811594203,2021-03-18T18:18:31.162Z
450,ju986BPQ4DnbgZwXe,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,450,1,High,High,Low,High,High,1,Easy [Corresponds to 'Hard' in PNAS],622.0,248.0,2.5080645161290325,NULL_TIME
451,CAZqhoSXTsrABco9k,0.3111111111111111,0.32323232323232326,5.0,2.943920288775949,1,8,22.0,13.73559851869101,3,35,1.3333333333333333,0.4714045207910317,1,2,0.19733333333333333,0.2790714763082907,0.0,0.592,0.0,0.0,0.0,0.0,1.136,0.19233304448274088,1.0,1.408,451,1,High,Mixed,Low,High,Mixed,2,Easy [Corresponds to 'Hard' in PNAS],462.0,66.0,7.0,NULL_TIME
452,7rF2mcmnfjY65ufPC,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,452,1,Mixed,Low,Low,Low,Mixed,2,Easy [Corresponds to 'Hard' in PNAS],503.0,70.0,7.185714285714286,NULL_TIME
453,ou3Ai4d2EDZdXBHdS,0.4397590361445783,0.4365079365079365,41.5,36.5,5,78,189.0,165.0,24,354,7.0,4.0,3,11,2.6445,0.15650000000000008,2.488,2.801,0.127,0.127,0.0,0.254,4.2285,3.7165000000000004,0.512,7.945,453,1,High,Mixed,Mixed,Mixed,Low,2,Easy [Corresponds to 'Hard' in PNAS],602.0,281.0,2.1423487544483986,2021-03-18T18:15:09.865Z
464,YdZnggGZoek5GENPk,0.2857142857142857,0.2619047619047619,2.3333333333333335,1.247219128924647,1,4,9.333333333333334,4.642796092394707,3,14,1.0,0.0,1,1,0.47433333333333333,0.4098587832683621,0.0,1.0,0.0,0.0,0.0,0.0,0.5256666666666666,0.4098587832683621,0.0,1.0,464,1,High,Mixed,Low,Mixed,High,2,Easy [Corresponds to 'Hard' in PNAS],586.0,185.0,3.167567567567568,2021-03-18T18:14:35.072Z
466,52Mij6cYXKgENpfBz,0.10606060606060606,0.12745098039215685,16.5,3.5,13,20,76.5,19.5,57,96,3.5,0.5,3,4,2.0915,0.15350000000000008,1.938,2.245,0.0,0.0,0.0,0.0,1.4085,0.3464999999999999,1.062,1.755,466,1,High,Low,Mixed,Mixed,Mixed,2,Easy [Corresponds to 'Hard' in PNAS],650.0,225.0,2.888888888888889,2021-03-18T18:22:58.677Z
468,DgevYRa8QQ7yoekme,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,468,1,High,Low,Low,Low,Low,1,Easy [Corresponds to 'Hard' in PNAS],532.0,85.0,6.258823529411765,NULL_TIME
469,WabGxHpuDQcgtxF9E,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,469,1,Low,High,Low,High,High,1,Easy [Corresponds to 'Hard' in PNAS],525.0,339.0,1.5486725663716814,NULL_TIME
470,wEKhQZpv4DDApkS7G,0.37681159420289856,0.36054421768707484,7.666666666666667,5.312459150169743,1,14,32.666666666666664,22.095751225568733,3,56,1.3333333333333333,0.4714045207910317,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.4714045207910317,1.0,2.0,470,1,Mixed,High,Low,Low,Low,2,Easy [Corresponds to 'Hard' in PNAS],652.0,332.0,1.963855421686747,2021-03-18T18:11:21.626Z
473,LyF57Yw8c6uoMNYBL,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,473,1,Low,High,Low,Mixed,Low,2,Easy [Corresponds to 'Hard' in PNAS],547.0,188.0,2.9095744680851063,NULL_TIME
474,P5NcamYQ2xLhteQ5J,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,474,1,Low,High,Low,High,Mixed,2,Easy [Corresponds to 'Hard' in PNAS],486.0,51.0,9.529411764705882,NULL_TIME
475,jzFFXxc7vLTSx4vcf,0.08196721311475409,0.07437070938215103,61.0,10.0,51,71,218.5,32.5,186,251,13.0,2.0,11,15,2.124,1.0859999999999999,1.038,3.21,0.0825,0.0825,0.0,0.165,10.794,3.168,7.6259999999999994,13.962,475,1,Mixed,Mixed,Low,Mixed,Mixed,2,Easy [Corresponds to 'Hard' in PNAS],655.0,203.0,3.226600985221675,2021-03-18T18:22:32.041Z
484,q2D4qXynxyvSeFpoH,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,484,1,Low,High,Low,Low,Low,1,Easy [Corresponds to 'Hard' in PNAS],444.0,101.0,4.396039603960396,NULL_TIME
485,C8FgTa55coZKH6YRg,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,485,1,Low,High,Mixed,Mixed,High,3,Easy [Corresponds to 'Hard' in PNAS],503.0,33.0,15.242424242424242,NULL_TIME
486,jtHfPWktJTByAovPa,0.3089430894308943,0.28051001821493626,13.666666666666666,7.84573486395988,5,24,61.0,31.506613062445584,24,101,2.6666666666666665,0.4714045207910317,2,3,0.7503333333333333,0.7207664130786215,0.0,1.7229999999999999,0.09399999999999999,0.13293607486307094,0.0,0.282,1.8223333333333336,0.6383156655518403,1.2770000000000001,2.718,486,1,Mixed,High,Low,Mixed,High,3,Easy [Corresponds to 'Hard' in PNAS],672.0,156.0,4.307692307692308,2021-03-18T18:08:33.719Z
490,r8fpcKQMnNNXbZhsF,0.2787878787878788,0.3074772886093641,36.666666666666664,19.154343864744856,11,57,159.0,89.82575725629407,48,268,8.0,2.160246899469287,5,10,1.149,0.4863887334221466,0.744,1.833,1.0016666666666667,0.7129246492831872,0.445,2.008,5.849333333333334,1.4561053838540976,3.811,7.122,490,1,Low,High,Mixed,Mixed,High,3,Easy [Corresponds to 'Hard' in PNAS],626.0,490.0,1.2775510204081633,2021-03-18T18:24:20.771Z
504,xWY4qPNdF6JjQwtY3,0.013513513513513514,0.02054794520547945,18.5,0.5,18,19,73.0,3.0,70,76,3.5,0.5,3,4,1.237,0.763,0.474,2.0,0.1155,0.1155,0.0,0.231,2.1475,1.3784999999999998,0.769,3.526,504,1,Low,High,Low,Mixed,High,2,Easy [Corresponds to 'Hard' in PNAS],524.0,242.0,2.165289256198347,2021-03-18T18:34:10.992Z
507,9Qw2wAWCJW9nu5GDw,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,507,1,Mixed,High,Mixed,Mixed,Mixed,2,Easy [Corresponds to 'Hard' in PNAS],609.0,251.0,2.4262948207171315,NULL_TIME
508,28LFTFoBTha9WeCxT,0.0,0.0,2.0,0.0,2,2,6.0,0.0,6,6,2.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,508,1,High,High,High,High,High,3,Easy [Corresponds to 'Hard' in PNAS],611.0,87.0,7.022988505747127,NULL_TIME
